ticker,company_name,industry,market_cap,esg_score,volatility,leverage,profit_margin,roe,current_ratio,asset_turnover,rd_expense_pct,debt_ratio,num_employees,annual_return
BNAI,Brand Engagement Network Inc,Custom Computer Programming Services,20887.27023,64.23361747,0.5748042,1.241443431,14.66147459,21.04550533,1.624147133,1.669997636,1.3370725,0.737172554,36773,178456.2226
IINN,Inspira Technologies Oxy BHN Ltd,Electromedical and Electrotherapeutic Apparatus Manufacturing,23289.8532,53.69124992,0.3721712439,1.157697763,10.71167301,15.59588978,1.48810104,1.629015553,6.061719042,0.7202358807,37844,128182.8582
FBGL,FBS Global Ltd,Commercial and Institutional Building Construction,13735.31469,77.07264377,0.3387098542,1.136646496,16.13903221,19.08400971,1.687451315,1.514928845,1.483727394,0.6368180379,31084,187304.3941
HSPT,Horizon Space Acquisition II Corp,Other Financial Vehicles,17714.48507,76.03583622,0.5370906528,1.156577707,16.49935965,21.50801612,2.022751125,1.304053409,1.942383596,0.6417641671,34459,163225.5175
CRON,Cronos Group Inc,Medicinal and Botanical Manufacturing,13786.38721,62.16805625,0.6067411798,1.070641138,14.99865977,20.34153101,1.932006636,1.479658048,1.448174418,0.6410042443,31683,162839.5121
ESHA,ESH Acquisition Corp,Other Financial Vehicles,3436.624749,78.91201826,0.1999855549,0.8948592299,16.45065695,19.37775645,2.28707458,1.639314627,0.5493170579,0.3234954015,11889,183489.2898
SCNI,Scinai Immunotherapeutics Ltd,Research and Development in Biotechnology (except Nanobiotechnology),12460.6388,34.0920741,0.5673886147,1.119382424,8.596455702,11.4387954,1.371094715,1.24894845,5.464353351,0.6448347079,29795,115415.881
PFAI,Pinnacle Food Group Ltd,Outdoor Power Equipment Retailers,19390.03272,88.2437033,0.6958282958,1.1730159,16.59408457,21.41550143,2.49525895,1.703939946,2.531330336,0.7255878902,35643,195220.5702
CZFS,Citizens Financial Services Inc,Commercial Banking,18346.10558,61.87609849,0.7188207598,1.180742451,13.30101585,18.128981,2.023291997,1.304442819,1.621028444,0.660069722,35515,172287.9901
BRTX,BioRestorative Therapies Inc,Research and Development in Biotechnology (except Nanobiotechnology),30906.41514,82.41398787,0.6468744295,1.532042524,16.52543514,16.54240119,1.6621034,1.053555,2.899793619,0.8275043071,40274,210399.4844
HSII,Heidrick & Struggles International Inc,Executive Search Services,17361.10472,55.08163137,0.6036982758,1.260795474,11.55978346,15.46592853,1.303463228,1.391197978,4.243135187,0.7060360327,34692,155064.0332
VRSN,"VeriSign, Inc","Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",11313.60038,22.62538625,0.2918795267,1.1641533,7.294588196,9.621467286,2.051843907,0.7382259924,4.275593907,0.6103959389,28973,135933.1242
ALTS,ALT5 Sigma Corp,Software Publishers,26801.23618,54.69860274,0.7925597063,1.260602295,14.1939782,18.97012139,1.431458763,1.587108273,3.253970062,0.7651689029,38677,166255.3601
AIP,Arteris Inc,Software Publishers,7188.210226,37.74005471,0.3793637781,1.059507243,13.13362712,20.86618224,1.87312804,1.681966984,4.211992033,0.4738255988,21944,143298.3017
SKYT,Skywater Technology Inc,Semiconductor and Related Device Manufacturing,2575.43421,70.05240457,0.2512177024,0.6898655574,16.64105326,28.12645038,1.648810654,1.812783932,3.705060933,0.2891296364,9063,159118.4947
HSDT,Solana Co,Miscellaneous Intermediation,6101.821723,48.10358538,0.412767064,1.019633189,14.17432944,21.04432692,1.555664648,1.529723688,6.669989352,0.4765753548,19739,156951.603
FMBH,First Mid Bancshares Inc,Commercial Banking,3035.525489,83.77516769,0.4702801936,0.5938546198,19.02745286,21.12967691,2.345693104,1.596219419,0.7221047562,0.2382257043,10412,199131.0447
BLFS,BioLife Solutions Inc,Surgical and Medical Instrument Manufacturing,3300.433411,68.12917872,0.5712174325,0.7337268869,16.4690723,20.72666591,2.440879616,1.413370361,7.010226,0.3008256554,11849,165515.9511
NVNO,enVVeno Medical Corp,Research and Development in Biotechnology (except Nanobiotechnology),6239.158525,68.76989887,0.4383806489,0.7902140868,14.80879044,21.55843845,2.163455852,1.301585916,2.329364418,0.4516795619,19642,172261.6281
MDXH,MDxHealth SA,"Research and Development in the Physical, Engineering, and Life Sciences (except Nanotechnology and",2867.279931,22.49837802,0.4540081286,0.6134580922,8.58612302,13.75321911,2.325166392,1.1798171,5.913366613,0.3083994226,9958,129059.5353
BTSG,Brightspring Health Services Inc,Home Health Care Services,5127.990622,98.44072688,0.4361995418,1.03028547,19.13518002,27.92419323,1.924060134,1.909216184,3.537797123,0.4637582738,17542,220451.6824
CSAI,Cloudastructure Inc,Security Systems Services (except Locksmiths),764.8543359,84.32584572,0.1712204527,0.5809741947,17.32021611,22.49220635,2.197987895,1.89681979,2.707497234,0.15,1540,189876.6701
KOYN,CSLM Digital Asset Acquisition III Corp Ltd,Other Financial Vehicles,9585.199359,79.11148357,0.6186147997,0.8981147379,16.96897319,21.27226709,1.936411505,1.40721494,5.115105297,0.5418808653,26452,191501.58
AIMD,Ainos Inc,"Research and Development in the Physical, Engineering, and Life Sciences (except Nanotechnology and",7431.400227,33.69130729,0.3790220008,0.9486778533,11.12404532,20.6061264,2.1674591,1.744005555,6.266633141,0.4824694977,22315,143360.7851
MFIN,Medallion Financial Corp,Commercial Banking,2783.645415,54.02753363,0.4843278725,0.5492300054,13.73911512,18.66294995,2.187599168,1.203733602,3.874523398,0.2615495903,9303,155863.4977
IBAC,IB Acquisition Corp,Other Financial Vehicles,16368.56175,14.57321562,0.6659909077,1.138707177,6.943238448,7.28186301,2.056347347,0.5951727106,3.999153823,0.6722735495,34106,104570.6439
LBTYA,Liberty Global Ltd,"Media Streaming Distribution Services, Social Networks, and Other Media Networks and Content Provide",22859.15953,54.30912169,0.648773711,1.390594223,13.22967636,22.30101261,1.505791018,1.554878141,0.9414236358,0.7747401693,37818,160586.2444
CHMG,Chemung Financial Corp,Commercial Banking,1078.095317,15.4430354,0.4578974756,0.5390962932,7.966650822,7.071694512,2.025916319,0.6654029235,7.429969855,0.15,2875,126521.0463
SMSI,Smith Micro Software Inc,Software Publishers,2971.295319,55.75074655,0.5836788456,0.7264989741,14.36370364,8.751308701,2.111825146,0.6658422736,6.851725223,0.3208884845,10503,165084.1666
FULT,Fulton Financial Corp,Commercial Banking,2948.501003,65.22346614,0.2996767299,0.5196519537,12.50502718,19.31419288,2.250509124,1.854575707,3.484945907,0.2344021325,10013,183808.9313
SSNC,SS&C Technologies Holdings Inc,Computer Systems Design Services,2402.197648,39.62940076,0.242046727,0.6202645345,9.328326668,15.92609491,2.180368247,1.205975218,6.237129599,0.2458522777,8192,154422.5678
CAPN,Cayson Acquisition Corp,Other Financial Vehicles,20078.25797,50.35594295,0.3681232122,1.227652971,14.21435724,20.29926752,2.033276198,1.977224093,2.849593818,0.7091003919,36181,186811.1942
SPAI,Safe Pro Group Inc,Custom Computer Programming Services,5880.703278,87.68968538,0.6821994232,1.014405023,18.06214845,19.76720989,2.12303572,1.289413735,5.978163448,0.5154623953,19379,163632.1388
FRGT,Freight Technologies Inc,"General Freight Trucking, Long-Distance, Truckload",5402.435751,11.74775133,0.3639556989,0.9634182695,6.126047809,9.174647805,1.571700344,0.6170230769,4.375187874,0.4158477997,17854,140938.3992
PHIO,Phio Pharmaceuticals Corp,Research and Development in Biotechnology (except Nanobiotechnology),670.0740094,79.38155641,0.3885036857,0.2172840341,16.51198425,20.97987538,2.780310104,1.807251713,3.955750417,0.15,1463,185973.8602
UONEK,Urban One Inc,Radio Broadcasting Stations,15907.16064,17.90470055,0.426057394,1.180274022,7.290147124,9.136309516,0.9571358479,0.8114841493,0.9239224794,0.6003658616,33750,135263.3004
WSBC,WesBanco Inc,Commercial Banking,1677.253531,4.634090298,0.4651935481,0.38019546,6.532020217,14.07463255,2.87802655,1.231504787,7.740664414,0.2227339681,4559,121344.8323
KALA,KALA BIO Inc,Research and Development in Biotechnology (except Nanobiotechnology),7974.005054,19.37188567,0.4020759139,1.13909579,6.24375826,6.352511736,1.760797931,0.5464988898,6.780567274,0.5441753461,23320,127024.0558
CLSK,CleanSpark Inc,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",10351.38215,76.73927581,0.3785369635,1.02942407,16.54805799,22.80598295,1.728628375,1.632676519,6.45041051,0.5954177537,27425,167214.1329
AKAM,Akamai Technologies Inc,Custom Computer Programming Services,37979.9368,41.10748126,0.5844097407,1.294014014,11.53529878,19.42449949,1.509370207,1.196899761,2.786871482,0.8105207676,40941,186257.8571
LHSW,Lianhe Sowell International Group Ltd,Software Publishers,1542.930064,87.37953117,0.2768609532,0.6596424926,18.70133155,25.58592244,2.303469174,1.764514642,2.671926383,0.2600770466,4681,185698.7305
GRFS,Grifols SA,Biological Product (except Diagnostic) Manufacturing,198.0676063,52.94604658,0.3346299785,0.4614170063,13.27620298,21.65479869,2.31992104,1.487953427,4.798948224,0.15,731,150588.3807
CFFI,C&F Financial Corp,Commercial Banking,9252.438886,3.202784841,0.4878187965,0.9789561774,6.254277072,11.19627665,1.756881549,1.105867379,6.846673972,0.5859165784,25589,109658.5529
DTIL,Precision BioSciences Inc,Research and Development in Biotechnology (except Nanobiotechnology),64385.02946,71.95464735,0.6520449312,1.2425241,14.93415288,21.20903246,1.958416233,1.685589897,7.509713046,0.7785493836,43584,182638.0058
VOR,Vor Biopharma Inc,Research and Development in Biotechnology (except Nanobiotechnology),32818.85999,11.91305796,0.5490845674,1.315811995,5.374254596,9.549610122,1.762030709,1.025696506,2.516967695,0.7563734294,41005,124876.6082
INKT,Mink Therapeutics Inc,Research and Development in Biotechnology (except Nanobiotechnology),9543.487883,79.14858371,0.3778155422,0.812570143,20.55779422,28.50968287,1.625975773,2.015693452,5.055611002,0.4886525587,26692,189797.7179
IPDN,Professional Diversity Network Inc,Employment Placement Agencies,4113.623637,17.64215243,0.3208015901,0.6313256374,7.194425838,9.476693713,2.292223827,0.9520281506,5.929270999,0.3583152898,14243,141400.6838
SHLS,Shoals Technologies Group Inc,All Other Miscellaneous Electrical Equipment and Component Manufacturing,19546.86357,35.19919219,0.7620051229,1.284095808,10.00319712,10.09821499,1.799205118,0.9178470093,2.197941089,0.7150224861,36057,154854.3808
RAVE,Rave Restaurant Group Inc,Limited-Service Restaurants,2307.148362,76.36587153,0.3563566478,0.5049315005,17.47164088,25.82809929,2.015202951,1.885428701,3.556014727,0.2676791093,7620,174056.7274
RZLV,Rezolve AI PLC,Custom Computer Programming Services,13143.10189,95.46890439,0.3213940385,1.201964707,21.7144696,31.54259042,1.970192905,2.054839958,1.906057053,0.6395405189,31074,194648.5061
FCAP,First Capital Inc,Commercial Banking,13610.36885,37.77196111,0.4521781071,1.261611385,9.849001992,14.57473882,1.722650599,1.214074985,5.741788083,0.608398017,31438,140497.7369
VIAV,Viavi Solutions Inc,Other Communications Equipment Manufacturing,26483.43956,83.1106218,0.5882173226,1.320736616,15.96837037,19.51691758,1.525024232,1.555394872,6.978388524,0.7570614386,38908,185657.1474
CSCO,Cisco Systems Inc,Telephone Apparatus Manufacturing,203539.4357,19.88843428,0.7886177695,1.42524851,6.120035116,4.67089079,1.455539341,0.5269014199,7.081507659,0.8081556028,45604,155746.9882
MYNZ,Mainz Biomed NV,Medical Laboratories,11883.69018,80.91079725,0.6365552982,1.402865953,19.52627892,25.688956,0.9707195591,2.070370019,5.525666529,0.6673708532,30014,173213.1056
CDNS,Cadence Design Systems Inc,Software Publishers,4028.97248,66.09191187,0.2846799965,0.6117952287,13.3566263,13.98110053,1.917545928,1.14918371,3.103642701,0.3537035603,13640,174332.0257
FEIM,Frequency Electronics Inc,Relay and Industrial Control Manufacturing,7196.383094,20.08160721,0.6796502231,1.032567463,7.970907177,7.098126105,2.143196818,0.8797426284,5.457802826,0.4756292954,22048,122201.409
HBT,HBT Financial Inc,Commercial Banking,888.1422482,30.94789207,0.3159907965,0.6644062588,8.176256563,11.74931329,2.207420228,1.078561775,6.982000454,0.238213666,1745,126220.2697
FTEK,Fuel Tech Inc,Industrial and Commercial Fan and Blower and Air Purification Equipment Manufacturing,3223.965002,14.04531797,0.4585970021,0.6873237968,4.934263819,5.629808079,1.792930421,0.9120390347,5.193918755,0.2679280419,11374,124277.4016
COCH,Envoy Medical Inc,Electromedical and Electrotherapeutic Apparatus Manufacturing,4540.916213,38.9137341,0.2577804389,0.8490186511,10.39849708,15.51412517,2.373514284,1.343542593,3.596689552,0.3465625773,15452,156540.2136
PPBT,Purple Biotech Ltd,Research and Development in Biotechnology (except Nanobiotechnology),3956.507331,21.16121547,0.15,0.7065152774,6.767502321,9.643115978,2.027653727,0.9721710095,7.39852063,0.3189718539,13440,124329.4466
FTCI,FTC Solar Inc,Instrument Manufacturing for Measuring and Testing Electricity and Electrical Signals,8909.281272,64.75579741,0.3292908622,0.9521090841,13.67592697,16.59120867,1.485205726,1.619311257,6.76412445,0.5402680225,25220,199686.5261
CRCT,Cricut Inc,Custom Computer Programming Services,2765.893717,99.45600532,0.15,0.7735003155,22.92755844,24.39832489,2.790569349,1.079247123,7.118264302,0.3093619909,9817,234810.7282
YMT,Yimutian Inc,Wholesale Trade Agents and Brokers,28488.61481,2.188907145,0.8,1.518621493,5.965680228,6.600151896,1.219778404,1.078542471,7.273940158,0.8035581812,39664,127369.0441
FRSX,Foresight Autonomous Holdings Ltd,Software Publishers,7422.502054,54.55106152,0.5241623481,1.218658559,14.57986351,17.04742674,2.037345718,1.536414418,3.453592307,0.6054181125,22584,156878.5916
SHPH,Shuttle Pharmaceuticals Holdings Inc,Research and Development in Biotechnology (except Nanobiotechnology),7338.300975,57.79299316,0.3126265526,0.8197230714,14.90593832,16.21120296,1.776987479,0.9433968215,6.947292556,0.4101819088,22487,170671.4724
SCNX,Scienture Holdings Inc,Drugs and Druggists' Sundries Merchant Wholesalers,5006.785371,91.50667018,0.4624220953,0.7798596254,18.57470914,23.30251808,2.019564789,1.850982548,4.777622534,0.4343193845,17101,180861.416
SIBN,SI-BONE Inc,Surgical and Medical Instrument Manufacturing,8939.65097,51.09452814,0.4794985122,1.000831551,12.00460168,12.96376605,1.60398945,1.359881791,0.7861923017,0.5211302172,24869,145400.712
LINK,Interlink Electronics Inc,Printed Circuit Assembly (Electronic Assembly) Manufacturing,19973.08554,54.82644054,0.6109643156,1.34083593,13.597368,17.82561336,1.290918403,1.503633366,5.268772674,0.6977419522,36171,135291.8515
RANI,Rani Therapeutics Holdings Inc,Research and Development in Biotechnology (except Nanobiotechnology),2621.407711,47.69362733,0.4497397342,0.6887949612,12.40672025,17.60929795,2.347572938,1.068647409,4.029641932,0.2575731882,8659,148122.239
ACRS,Aclaris Therapeutics Inc,Research and Development in Biotechnology (except Nanobiotechnology),3368.703457,27.62152615,0.3155345039,0.5906122449,8.290020797,9.469515093,2.274723277,1.110006298,2.563659944,0.2890532384,11170,119940.8237
BRKR,Bruker Corp,Analytical Laboratory Instrument Manufacturing,5154.1205,6.546884192,0.3541520452,0.9579452171,6.176804374,10.68839114,2.262268491,1.235858928,7.77787355,0.4842719516,17098,124598.1892
BRR,Columbus Circle Capital I Corp,Other Financial Vehicles,1475.833062,41.45711054,0.4042539877,0.4335515682,10.15907202,10.10681281,2.198141902,0.8908993416,0.9130314372,0.2429529324,4480,138519.4046
SEED,Origin Agritech Ltd,Research and Development in Biotechnology (except Nanobiotechnology),2776.408802,6.206555653,0.427069982,0.7390051229,5.673796452,5.472023547,2.813697448,0.8618279486,7.59408043,0.2936734084,9563,116791.3679
MRUS,Merus NV,Research and Development in Biotechnology (except Nanobiotechnology),4190.427168,55.49875448,0.4241275396,0.7638310007,12.82188796,17.04661366,2.066774499,1.281689104,1.694502955,0.4281079176,14665,172143.5231
LZ,LegalZoom.com Inc,Web Search Portals and All Other Information Services,21190.11381,31.42207068,0.7534030072,1.285468301,7.810001713,13.43312533,1.864478192,1.348731665,3.327411345,0.6712951766,36898,162095.1071
BBNX,Beta Bionics Inc,Surgical and Medical Instrument Manufacturing,10168.97401,53.82663775,0.418181336,0.8709601872,9.547258343,16.05890864,1.463758711,1.240244095,3.629263816,0.5239270966,27328,152542.614
OCC,Optical Cable Corp,Fiber Optic Cable Manufacturing,9361.219965,14.29539948,0.3435695974,1.003807774,5.735715046,13.72002992,1.755241759,1.069978004,5.98265389,0.4671107891,25564,126537.7088
WMG,Warner Music Group Corp,Music Publishers,20601.11666,93.33036661,0.5913399267,1.280775871,21.70571199,26.91708776,1.817030029,1.83799508,2.117069066,0.699061568,36487,213403.3216
SLE,Super League Enterprise Inc,Software Publishers,6292.897273,89.55760311,0.367760311,0.8276265205,17.96911779,23.1804374,1.910121839,1.390691446,7.895763824,0.4705081934,20175,214288.3591
FSV,FirstService Corp,Residential Property Managers,11855.89896,19.80965441,0.5577052493,1.193596429,9.135400403,9.864453897,1.816736308,0.9655062982,6.117588896,0.6163071938,29456,144663.9882
HOTH,Hoth Therapeutics Inc,Pharmaceutical Preparation Manufacturing,6556.137429,35.00098405,0.3555991998,0.8576639069,7.063479892,6.714876875,1.681691812,0.9081623912,6.424644788,0.4778000507,20694,158306.1101
BWFG,Bankwell Financial Group Inc,Commercial Banking,10203.21172,61.73578441,0.4206567078,1.056998312,12.74793856,17.98324253,1.910949845,1.57315398,1.298215795,0.5213618721,27203,143027.7485
AXSM,Axsome Therapeutics Inc,Pharmaceutical Preparation Manufacturing,3687.53177,10.47293452,0.5781225048,0.739704241,4.539205752,5.119432405,2.081871457,0.805762968,4.072340071,0.3780769257,12652,107238.7775
SERV,Serve Robotics Inc,Engineering Services,397.598386,36.10221429,0.2420454698,0.275707904,10.11188213,17.83139615,1.947619401,1.10504948,7.592070129,0.165208411,1640,150757.856
BWAY,Brainsway Ltd,Electromedical and Electrotherapeutic Apparatus Manufacturing,6316.294556,25.8601164,0.3671204791,0.8427752766,12.51195068,12.62718362,2.099951433,1.401813409,2.525495537,0.4940112671,20394,147042.9891
ALNT,Allient Inc,Motor and Generator Manufacturing,40917.81283,91.63615614,0.6844739751,1.259176818,19.43578184,26.78199782,1.108205885,2.126331592,1.590377412,0.7348121924,41885,204482.1154
III,Information Services Group Inc,Custom Computer Programming Services,22549.80028,85.39855299,0.4723226783,1.469099522,20.35320175,23.40662438,1.649446928,1.69284467,4.140458448,0.7548537467,37466,190648.989
CNSP,CNS Pharmaceuticals Inc,Research and Development in Biotechnology (except Nanobiotechnology),23635.3792,58.40344139,0.4814997864,1.342496691,13.37886112,15.59328794,2.187771945,1.129276073,7.477948022,0.7015882189,37830,184610.4453
CPRT,Copart Inc,Web Search Portals and All Other Information Services,32708.16015,52.51428735,0.645562756,1.526106073,14.92444716,21.52667279,1.773189216,1.470010052,4.150929683,0.775813288,40573,129657.5271
AMBR,Amber International Holding Ltd,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",8253.660803,93.14185366,0.5688826008,1.190487897,22.08116311,26.46975442,2.042190274,1.782783242,3.536257272,0.5500829168,24242,217400.3285
NEXM,NexMetals Mining Corp,"Copper, Nickel, Lead, and Zinc Mining",9403.167262,93.31035051,0.602390088,0.9875522662,18.83249898,23.05164657,1.55795012,1.70831602,5.377043275,0.5606848977,25469,202194.2987
DSGX,Descartes Systems Group Inc,Software Publishers,3536.315804,96.96368241,0.2761397778,0.633737197,18.73565529,22.04631126,2.66864991,1.541418507,7.526629991,0.301723922,11719,196317.6051
USAU,US Gold Corp,Gold Ore and Silver Ore Mining,5078.318989,13.41250953,0.4664415602,0.7793940863,5.035160024,13.3972814,2.416597765,0.9981865634,0.867930869,0.4136813858,16805,125845.4
UDMY,Udemy Inc,Web Search Portals and All Other Information Services,15536.51572,16.89522327,0.4599993869,1.05267956,7.070693102,8.632372789,1.511058497,1.136220616,1.650466591,0.6132204138,33331,120319.3006
KHC,Kraft Heinz Co,"Mayonnaise, Dressing, and Other Prepared Sauce Manufacturing",31466.67505,67.99693317,0.556130082,1.265937465,15.32238499,20.54151864,1.357501479,1.57853311,1.495657325,0.8333912906,40276,181740.5546
TLX,Telix Pharmaceuticals Ltd,Research and Development in Biotechnology (except Nanobiotechnology),6277.251313,54.60201318,0.5476950211,0.8806464568,16.2367324,20.87833808,2.330699831,1.3334425,1.139997367,0.4547474857,20429,165238.1431
SAGT,Sagtec Global Ltd,Software Publishers,4323.393424,2.828124584,0.358342264,0.7113365514,3.481757727,6.842360457,2.526929725,0.9003801141,2.765795605,0.4265954072,14620,118662.0768
ACNT,Ascent Industries Co,Iron and Steel Pipe and Tube Manufacturing from Purchased Steel,7425.360807,7.135528563,0.4686671163,0.9191227821,6.159822125,7.547575709,1.542562213,0.9097529512,2.219817748,0.4816933135,22359,118502.3353
FNWD,Finward Bancorp,Savings Institutions and Other Depository Credit Intermediation,15267.33876,88.91995784,0.5401645287,1.385396826,15.61653149,20.13738609,1.419830973,1.363258722,4.615184497,0.6492131635,33389,161709.0896
BYND,Beyond Meat Inc,Frozen Specialty Food Manufacturing,1312.11711,87.01820876,0.1768643172,0.4008847548,17.41258707,24.07696051,2.255408562,1.942857978,2.954670663,0.1678795096,3560,178958.7599
WSHP,WeShop Holdings Ltd,Web Search Portals and All Other Information Services,471.8239184,36.36982128,0.3924851222,0.5071049107,10.92256623,12.51805806,1.618569783,1.152880744,3.539058961,0.1917516734,1140,132930.0398
ELBM,First Cobalt Corp,Nonferrous Metal (except Aluminum) Smelting and Refining,3832.906938,89.21401108,0.4189241763,0.7793530995,19.15097639,28.24913574,2.114762939,1.869132459,7.563985179,0.325792174,13773,201948.6546
ATLO,Ames National Corp,Commercial Banking,1714.999545,59.77383237,0.15,0.60395478,14.84960947,23.37597293,2.554982534,1.652102297,1.66741731,0.2506171006,5003,173019.0029
XP,XP Inc,Investment Banking and Securities Intermediation,4032.95553,80.78465905,0.4031255053,0.7553986015,17.71380491,25.07604377,1.647488749,1.842585548,3.413429951,0.3507667884,13979,208595.4992
MBWM,Mercantile Bank Corp,Commercial Banking,6214.786325,43.31567604,0.3136895486,0.7367204327,12.36798432,17.05121033,2.079763549,1.338123834,2.428113804,0.381973784,19870,138978.7345
HELE,Helen of Troy Ltd,Surgical and Medical Instrument Manufacturing,4307.551459,12.22643441,0.4885791105,0.7134269421,6.902573855,1.311284281,1.896176997,0.5494554794,4.618744868,0.3577431597,14421,136393.5722
IMXI,International Money Express Inc,"Financial Transactions Processing, Reserve, and Clearinghouse Activities",42403.40933,43.9389792,0.4383287382,1.252605113,10.01904742,15.2957303,2.073098852,1.477979529,6.022521699,0.7657374437,41853,119463.7485
ARQT,Arcutis Biotherapeutics Inc,Pharmaceutical Preparation Manufacturing,10983.14082,46.27268,0.4622592552,1.178325357,9.163416555,11.82210865,1.614085756,0.807424567,6.627409051,0.5958139041,28498,152626.7375
TRMB,Trimble Inc,Software Publishers,10642.30353,55.54347519,0.5058382776,0.8347583017,12.51148955,16.27496422,2.308571952,1.063437583,4.364725209,0.5392716449,27940,166723.116
MEGL,Magic Empire Global Ltd,Investment Banking and Securities Intermediation,15656.97179,11.45268858,0.5621677099,1.367309875,6.515980137,4.127044173,1.464602646,0.8617448806,6.911874436,0.7134673609,33556,127088.5881
TRNR,Interactive Strength Inc,Fitness and Recreational Sports Centers,1892.06341,99.14878444,0.3917572763,0.4060145135,21.75321536,29.58462389,2.45424526,2.462401152,6.388066309,0.2309229013,5691,203245.0918
NDLS,Noodles & Co,Limited-Service Restaurants,25821.35522,25.16954526,0.4246704655,1.42579872,8.624529276,8.003691991,1.671953292,1.07548369,1.677530461,0.7530253281,38469,140553.8628
INVA,Innoviva Inc,Pharmaceutical Preparation Manufacturing,6775.753529,20.65668795,0.6176829622,0.922092833,7.803649641,11.71965321,1.852538532,1.45882442,2.340715693,0.5049830571,21364,110097.2016
ALVO,Alvotech SA,Research and Development in Biotechnology (except Nanobiotechnology),16590.736,53.15348897,0.615954515,1.167133279,13.55131404,20.97554929,1.390585311,1.461903142,5.537903963,0.7268800983,34020,180496.096
FER,Ferrovial SE,Commercial and Institutional Building Construction,2050.408511,54.18360976,0.4582598433,0.6247939304,12.72252348,15.85904364,2.303437374,1.165535946,7.810955148,0.2445760439,6534,162710.6888
MNKD,MannKind Corp,Pharmaceutical Preparation Manufacturing,1149.994555,44.54225305,0.3665734564,0.530325072,12.89715096,21.12473632,2.177880766,1.647543451,3.320972755,0.158298879,2987,155530.1506
AGH,Aureus Greenway Holdings Inc,Golf Courses and Country Clubs,19801.05692,77.41732249,0.5230937506,1.128956421,19.5815988,23.25694743,1.514858704,1.853577163,2.223558805,0.6485095242,36457,186373.2168
LHAI,Linkhome Holdings Inc,Other Activities Related to Real Estate,11657.60968,52.14878567,0.3621172192,1.143672176,16.10849612,23.13149458,2.244527926,1.394264549,7.018470757,0.5810740806,29400,160079.4676
IPST,Heritage Distilling Holding Company Inc,Distilleries,2513.825914,61.35985006,0.2696708184,0.3495699602,14.34953845,15.30508889,2.36179634,1.22261077,1.997089697,0.2520522731,8097,172826.187
DH,Definitive Healthcare Corp,Software Publishers,2613.452199,72.65089216,0.5020632378,0.4972610847,16.40297237,24.77695815,2.349635115,1.733444474,5.730562055,0.2862138091,8448,196764.0259
RGNX,Regenxbio Inc,Research and Development in Biotechnology (except Nanobiotechnology),28639.574,3.477485055,0.7190589841,1.470786511,7.889906939,14.09585947,1.46928395,1.069018931,0.7568680277,0.7610304119,39696,93081.68943
FRMI,Fermi Inc,Other Electric Power Generation,1780.641077,57.49377407,0.2662699741,0.562322989,13.39912308,19.48402146,2.136454563,1.361756708,0.6423538632,0.2564599443,5417,148115.6558
WOOF,Petco Health and Wellness Company Inc,Pet and Pet Supplies Retailers,53275.43112,88.53525265,0.3218771634,1.224901443,19.29907611,23.97903892,1.456528779,1.867565806,3.886750355,0.807415184,43007,212202.1992
NBN,Northeast Bank,Commercial Banking,2518.14582,2.72148555,0.3160687253,0.5421264782,3.705482638,2.240577295,2.271561197,0.705965761,5.424050957,0.2746753975,8688,104414.3533
TBCH,Turtle Beach Corp,Computer Terminal and Other Computer Peripheral Equipment Manufacturing,15964.02953,41.11302828,0.5352864501,1.19983017,10.70069552,13.66891368,1.818804862,1.343135968,1.568258405,0.7281134779,33718,153299.052
TRST,TrustCo Bank Corp NY,Savings Institutions and Other Depository Credit Intermediation,5002.43881,92.69651757,0.386736083,0.8185438594,20.63864956,30.097301,1.982812563,2.072239988,6.229118398,0.4234266883,16747,201029.5958
NCEW,New Century Logistics (BVI) Ltd,Freight Transportation Arrangement,15303.66961,35.96228583,0.586947552,1.165205797,9.317049423,13.57034492,1.460381785,1.003865911,1.465523618,0.6681872637,33231,156175.5688
KRNT,Kornit Digital Ltd,All Other Industrial Machinery Manufacturing,3862.562889,46.4141536,0.4539647662,0.7169236977,11.77004627,11.46494474,2.328946717,1.157867847,4.502808559,0.3326870166,13329,149829.8988
TKNO,Alpha Teknova Inc,In-Vitro Diagnostic Substance Manufacturing,6103.828756,98.17259791,0.515249376,0.8417116588,17.36457522,19.46330734,1.991094549,1.282746787,2.812243942,0.4324388427,20127,185356.6805
KDP,Keurig Dr Pepper Inc,Soft Drink Manufacturing,7794.128836,20.73306204,0.4846673903,1.056263354,11.11861175,19.1017883,1.491517543,1.392738747,6.141899576,0.4801929526,23066,121839.536
DGLY,Digital Ally Inc,Other Communications Equipment Manufacturing,2229.200006,7.460263723,0.15,0.5955832134,8.013581663,13.08003625,1.576908892,0.9467520816,6.530875652,0.2354189023,7355,115566.2578
FRHC,Freedom Holding Corp,Investment Banking and Securities Intermediation,18052.00829,86.0828365,0.5334820789,1.348573318,18.19457482,20.13148943,1.707124228,1.384396913,0.9956842967,0.7352041043,35544,172541.9561
